id	relatedResourceID	relationshipOfResource
38001	11171	É sinônimo BASIONIMO
116209	104377	É sinônimo BASIONIMO
126531	126530	É sinônimo BASIONIMO
78180	109568	É sinônimo BASIONIMO
583081	583080	É sinônimo HOMOTIPICO
38288	65103	É sinônimo HOMOTIPICO
66930	65103	É sinônimo BASIONIMO
68773	20068	É sinônimo HOMOTIPICO
66810	20068	É sinônimo HETEROTIPICO
26657	80350	É sinônimo HETEROTIPICO
82039	102854	É sinônimo HETEROTIPICO
602153	102854	É sinônimo HETEROTIPICO
135551	87865	É sinônimo BASIONIMO
42343	26506	É sinônimo HETEROTIPICO
43811	34003	É sinônimo HETEROTIPICO
43818	34003	É sinônimo HETEROTIPICO
91250	91248	É sinônimo BASIONIMO
598123	91248	É sinônimo HOMOTIPICO
604798	91248	É sinônimo HOMOTIPICO
20149	11397	É sinônimo BASIONIMO
79392	111603	É sinônimo HETEROTIPICO
79390	111603	É sinônimo HETEROTIPICO
27485	25281	É sinônimo HETEROTIPICO
103708	25281	É sinônimo HETEROTIPICO
27490	25281	É sinônimo HETEROTIPICO
27489	25281	É sinônimo HETEROTIPICO
130421	25281	É sinônimo HETEROTIPICO
121721	79864	É sinônimo BASIONIMO
640447	583374	É sinônimo BASIONIMO
113231	113979	É sinônimo HETEROTIPICO
113241	113979	É sinônimo BASIONIMO
113981	113979	É sinônimo HETEROTIPICO
113898	113979	É sinônimo HETEROTIPICO
113970	113979	É sinônimo HETEROTIPICO
98752	98751	É sinônimo HETEROTIPICO
133707	5302	É sinônimo BASIONIMO
582139	136277	É sinônimo HETEROTIPICO
131191	131450	É sinônimo BASIONIMO
116550	115859	É sinônimo BASIONIMO
110908	110603	É sinônimo BASIONIMO
127011	96771	É sinônimo BASIONIMO
99342	99341	É sinônimo HOMOTIPICO
30116	132547	É sinônimo BASIONIMO
59204	132547	É sinônimo HOMOTIPICO
139504	139502	É sinônimo HETEROTIPICO
139505	139502	É sinônimo HOMOTIPICO
139503	139502	É sinônimo HETEROTIPICO
139506	139502	É sinônimo HETEROTIPICO
53202	53009	É sinônimo BASIONIMO
56358	35829	É sinônimo HOMOTIPICO
582238	582235	É sinônimo HETEROTIPICO
582240	582235	É sinônimo HETEROTIPICO
582236	582235	É sinônimo HETEROTIPICO
582243	582235	É sinônimo HOMOTIPICO
582239	582235	É sinônimo HETEROTIPICO
582244	582235	É sinônimo HETEROTIPICO
582241	582235	É sinônimo HOMOTIPICO
128139	12411	É sinônimo BASIONIMO
598295	137733	É sinônimo HOMOTIPICO
59691	36597	É sinônimo HETEROTIPICO
59685	36597	É sinônimo HETEROTIPICO
59706	36597	É sinônimo HETEROTIPICO
59707	36597	É sinônimo HETEROTIPICO
59692	36597	É sinônimo HETEROTIPICO
66286	581855	É sinônimo BASIONIMO
64359	581855	É sinônimo HOMOTIPICO
65941	581855	É sinônimo HOMOTIPICO
138736	23628	É sinônimo BASIONIMO
603653	23628	É sinônimo HOMOTIPICO
58566	30105	É sinônimo BASIONIMO
58734	30105	É sinônimo HETEROTIPICO
40343	40083	É sinônimo BASIONIMO
33548	40083	É sinônimo HETEROTIPICO
40363	40083	É sinônimo HOMOTIPICO
40439	40083	É sinônimo HETEROTIPICO
78121	16290	É sinônimo HETEROTIPICO
33548	40428	É sinônimo HETEROTIPICO
133794	40428	É sinônimo HOMOTIPICO
38664	74498	É sinônimo HOMOTIPICO
75346	74498	É sinônimo BASIONIMO
636309	115507	É sinônimo BASIONIMO
130437	130436	É sinônimo BASIONIMO
641839	130436	É sinônimo HOMOTIPICO
641840	130436	É sinônimo HOMOTIPICO
641841	130436	É sinônimo HOMOTIPICO
633686	1481	É sinônimo BASIONIMO
116043	125460	É sinônimo HOMOTIPICO
600327	29688	É sinônimo HETEROTIPICO
622688	80671	É sinônimo BASIONIMO
100054	100052	
73903	39275	É sinônimo HOMOTIPICO
594064	111151	É sinônimo HOMOTIPICO
632273	138051	É sinônimo BASIONIMO
632274	138051	É sinônimo HETEROTIPICO
92872	92493	É sinônimo HETEROTIPICO
130901	99094	É sinônimo BASIONIMO
581594	97941	É sinônimo HETEROTIPICO
64697	11217	É sinônimo HETEROTIPICO
69992	11217	É sinônimo HETEROTIPICO
64213	11217	É sinônimo BASIONIMO
65835	11217	É sinônimo HOMOTIPICO
136658	11217	É sinônimo HOMOTIPICO
611508	11217	É sinônimo HOMOTIPICO
64649	11852	É sinônimo BASIONIMO
103859	91954	É sinônimo HETEROTIPICO
103821	91970	É sinônimo HETEROTIPICO
91868	91970	É sinônimo HETEROTIPICO
139152	139151	É sinônimo HETEROTIPICO
85109	139151	É sinônimo BASIONIMO
638913	104216	É sinônimo HOMOTIPICO
70409	38321	É sinônimo HETEROTIPICO
70140	38321	É sinônimo HETEROTIPICO
70163	38321	É sinônimo HETEROTIPICO
622686	84336	É sinônimo BASIONIMO
52660	7381	É sinônimo HETEROTIPICO
78234	7381	É sinônimo HETEROTIPICO
597286	17819	É sinônimo HETEROTIPICO
72327	38723	É sinônimo HETEROTIPICO
72650	38723	É sinônimo HETEROTIPICO
57848	36306	É sinônimo BASIONIMO
58015	36306	É sinônimo HOMOTIPICO
581040	97897	É sinônimo BASIONIMO
44284	44275	É sinônimo HETEROTIPICO
77466	39670	É sinônimo HOMOTIPICO
77465	39670	É sinônimo BASIONIMO
77369	39666	É sinônimo HETEROTIPICO
77458	39666	É sinônimo BASIONIMO
581943	8716	É sinônimo BASIONIMO
21754	40325	É sinônimo HETEROTIPICO
64605	69613	É sinônimo BASIONIMO
54354	55205	É sinônimo BASIONIMO
99214	99212	É sinônimo HOMOTIPICO
99217	99212	É sinônimo BASIONIMO
99216	99212	É sinônimo HOMOTIPICO
72715	14027	É sinônimo HETEROTIPICO
72725	14027	É sinônimo HETEROTIPICO
74153	14027	É sinônimo HOMOTIPICO
579763	96141	É sinônimo HETEROTIPICO
579779	96141	É sinônimo HETEROTIPICO
579788	96141	É sinônimo HETEROTIPICO
579809	96141	É sinônimo HOMOTIPICO
579830	96141	É sinônimo HETEROTIPICO
579838	96141	É sinônimo HETEROTIPICO
37790	64721	É sinônimo BASIONIMO
37794	64722	É sinônimo BASIONIMO
580342	129604	É sinônimo BASIONIMO
22284	105738	É sinônimo BASIONIMO
638767	105738	É sinônimo HOMOTIPICO
66625	594360	É sinônimo BASIONIMO
41531	21928	É sinônimo BASIONIMO
42658	26519	É sinônimo BASIONIMO
42520	26519	É sinônimo HETEROTIPICO
51494	7241	É sinônimo HETEROTIPICO
51704	7241	É sinônimo HETEROTIPICO
51472	7241	É sinônimo HETEROTIPICO
51370	7241	É sinônimo BASIONIMO
43580	129853	É sinônimo HOMOTIPICO
38319	67916	É sinônimo HOMOTIPICO
68802	67916	É sinônimo BASIONIMO
67085	67916	É sinônimo HOMOTIPICO
69234	67916	É sinônimo HOMOTIPICO
623097	108817	É sinônimo BASIONIMO
49261	35103	É sinônimo HETEROTIPICO
49259	35103	É sinônimo HETEROTIPICO
130091	35103	É sinônimo HETEROTIPICO
51178	35103	
49253	35103	É sinônimo HOMOTIPICO
48887	35103	É sinônimo HOMOTIPICO
52371	35103	É sinônimo BASIONIMO
35097	35103	
51159	35103	
51161	35103	
49122	35103	É sinônimo HOMOTIPICO
123348	102314	É sinônimo BASIONIMO
123374	102314	É sinônimo HOMOTIPICO
580168	96515	É sinônimo HETEROTIPICO
581311	96515	É sinônimo HETEROTIPICO
581245	96515	É sinônimo HOMOTIPICO
597130	116448	É sinônimo HETEROTIPICO
65403	11782	É sinônimo BASIONIMO
110028	91061	É sinônimo BASIONIMO
580448	97335	É sinônimo HOMOTIPICO
580558	97335	É sinônimo HOMOTIPICO
599380	108430	É sinônimo HOMOTIPICO
611230	108430	É sinônimo HOMOTIPICO
611231	108430	É sinônimo HETEROTIPICO
109085	19514	É sinônimo HOMOTIPICO
99460	99457	É sinônimo HOMOTIPICO
99462	99457	É sinônimo HOMOTIPICO
99463	99457	É sinônimo BASIONIMO
117409	111491	É sinônimo BASIONIMO
115426	28033	É sinônimo BASIONIMO
99484	134598	É sinônimo BASIONIMO
99485	134598	É sinônimo HOMOTIPICO
99483	134598	É sinônimo HOMOTIPICO
603192	30752	É sinônimo HETEROTIPICO
603195	30752	É sinônimo HETEROTIPICO
120381	129169	É sinônimo HETEROTIPICO
580574	129169	É sinônimo HETEROTIPICO
97382	129169	É sinônimo HETEROTIPICO
97367	129169	É sinônimo HETEROTIPICO
101114	135990	É sinônimo HETEROTIPICO
581800	581785	É sinônimo BASIONIMO
36032	54187	É sinônimo HOMOTIPICO
71148	54187	É sinônimo BASIONIMO
55082	54187	É sinônimo HETEROTIPICO
55081	54187	É sinônimo HETEROTIPICO
580035	96430	É sinônimo HOMOTIPICO
38062	68659	É sinônimo HETEROTIPICO
68660	68659	É sinônimo HETEROTIPICO
581891	68659	É sinônimo HOMOTIPICO
581888	68659	É sinônimo BASIONIMO
581889	68659	É sinônimo HOMOTIPICO
580083	97249	É sinônimo HETEROTIPICO
580088	97249	É sinônimo HOMOTIPICO
580112	97249	É sinônimo HETEROTIPICO
580118	97249	É sinônimo HETEROTIPICO
580560	97249	É sinônimo HOMOTIPICO
66164	581854	É sinônimo BASIONIMO
65916	581854	É sinônimo HOMOTIPICO
64355	581854	É sinônimo HOMOTIPICO
66314	581854	É sinônimo HETEROTIPICO
42944	33915	É sinônimo HETEROTIPICO
42943	33915	É sinônimo BASIONIMO
43076	33915	É sinônimo HETEROTIPICO
42812	33915	É sinônimo HETEROTIPICO
86329	117594	É sinônimo HETEROTIPICO
126100	117594	É sinônimo BASIONIMO
126101	117594	É sinônimo HOMOTIPICO
581740	97116	É sinônimo HOMOTIPICO
581750	97116	É sinônimo HETEROTIPICO
64691	37231	É sinônimo HETEROTIPICO
70629	37231	É sinônimo HETEROTIPICO
64693	37231	É sinônimo HETEROTIPICO
64694	37231	É sinônimo HETEROTIPICO
138419	37231	É sinônimo HETEROTIPICO
123893	32213	É sinônimo BASIONIMO
119591	119588	É sinônimo HETEROTIPICO
119592	119588	É sinônimo BASIONIMO
23638	138969	É sinônimo BASIONIMO
138970	138969	É sinônimo HOMOTIPICO
582599	582579	É sinônimo HOMOTIPICO
582595	582579	É sinônimo HETEROTIPICO
582592	582579	É sinônimo HETEROTIPICO
582593	582579	É sinônimo HETEROTIPICO
582594	582579	É sinônimo HETEROTIPICO
582596	582579	É sinônimo BASIONIMO
582597	582579	É sinônimo HOMOTIPICO
582598	582579	É sinônimo HOMOTIPICO
582877	582579	É sinônimo HETEROTIPICO
65620	11768	É sinônimo HOMOTIPICO
67158	11768	É sinônimo HOMOTIPICO
67164	11768	É sinônimo HETEROTIPICO
66043	11768	É sinônimo HETEROTIPICO
66099	11768	É sinônimo HETEROTIPICO
66296	11768	É sinônimo HETEROTIPICO
37561	11768	É sinônimo HETEROTIPICO
66361	11768	É sinônimo HETEROTIPICO
66369	11768	É sinônimo HETEROTIPICO
66371	11768	É sinônimo HETEROTIPICO
66370	11768	É sinônimo BASIONIMO
64775	11768	É sinônimo HOMOTIPICO
42316	22022	É sinônimo HETEROTIPICO
621881	8929	É sinônimo HETEROTIPICO
623039	8929	É sinônimo BASIONIMO
623040	8929	É sinônimo HETEROTIPICO
623041	8929	É sinônimo HETEROTIPICO
623042	8929	É sinônimo HETEROTIPICO
623043	8929	É sinônimo HETEROTIPICO
53249	7621	É sinônimo HOMOTIPICO
118386	85848	É sinônimo BASIONIMO
117370	91168	É sinônimo BASIONIMO
138553	91168	É sinônimo HOMOTIPICO
109998	91017	É sinônimo BASIONIMO
91435	91434	É sinônimo BASIONIMO
125792	91434	É sinônimo HOMOTIPICO
27190	104829	É sinônimo HOMOTIPICO
130679	117544	É sinônimo BASIONIMO
615469	13221	É sinônimo BASIONIMO
134255	134254	É sinônimo BASIONIMO
40208	33511	É sinônimo BASIONIMO
51400	17122	É sinônimo BASIONIMO
52474	17122	É sinônimo HOMOTIPICO
102498	122004	É sinônimo HOMOTIPICO
79190	122004	É sinônimo BASIONIMO
138804	138803	É sinônimo BASIONIMO
111975	27938	É sinônimo BASIONIMO
75311	14229	É sinônimo HOMOTIPICO
26081	14229	É sinônimo HETEROTIPICO
137964	90869	É sinônimo BASIONIMO
631773	103526	É sinônimo HETEROTIPICO
594273	103155	É sinônimo HOMOTIPICO
135531	34962	É sinônimo HOMOTIPICO
123858	13160	É sinônimo BASIONIMO
22820	112299	É sinônimo HOMOTIPICO
62624	63930	É sinônimo HOMOTIPICO
115306	82944	É sinônimo HOMOTIPICO
41353	41066	É sinônimo BASIONIMO
82687	114598	É sinônimo BASIONIMO
70427	595839	É sinônimo BASIONIMO
11620	597319	É sinônimo BASIONIMO
69602	593659	É sinônimo BASIONIMO
132815	7908	É sinônimo BASIONIMO
131354	7915	É sinônimo HOMOTIPICO
133238	7915	É sinônimo HOMOTIPICO
131890	7920	É sinônimo HOMOTIPICO
132889	7922	É sinônimo BASIONIMO
66613	596114	É sinônimo BASIONIMO
132432	111688	É sinônimo HETEROTIPICO
583358	583356	É sinônimo BASIONIMO
98301	98089	É sinônimo HETEROTIPICO
11176	122284	É sinônimo HOMOTIPICO
38010	122284	É sinônimo BASIONIMO
136668	122284	É sinônimo HOMOTIPICO
68256	122284	É sinônimo HETEROTIPICO
38011	122284	É sinônimo HETEROTIPICO
597593	122284	É sinônimo HOMOTIPICO
603326	603328	É sinônimo BASIONIMO
52090	35059	É sinônimo BASIONIMO
125205	78936	É sinônimo HETEROTIPICO
116105	28035	É sinônimo BASIONIMO
104909	27208	É sinônimo BASIONIMO
111198	27208	É sinônimo HETEROTIPICO
41771	41980	É sinônimo BASIONIMO
109910	94869	É sinônimo HETEROTIPICO
102001	94869	É sinônimo BASIONIMO
128328	125738	É sinônimo HETEROTIPICO
66974	37705	É sinônimo HETEROTIPICO
66979	37705	É sinônimo HETEROTIPICO
66975	37705	É sinônimo HETEROTIPICO
66976	37705	É sinônimo HETEROTIPICO
66977	37705	É sinônimo HETEROTIPICO
66980	37705	É sinônimo HETEROTIPICO
66982	37705	É sinônimo HETEROTIPICO
66981	37705	É sinônimo HETEROTIPICO
603326	603327	É sinônimo BASIONIMO
11613	599326	É sinônimo BASIONIMO
68964	600594	É sinônimo BASIONIMO
104033	582004	É sinônimo HOMOTIPICO
98862	582004	É sinônimo HOMOTIPICO
77591	39869	É sinônimo HETEROTIPICO
14320	74779	É sinônimo BASIONIMO
34354	46501	É sinônimo HOMOTIPICO
47120	46501	É sinônimo BASIONIMO
47328	46501	É sinônimo HETEROTIPICO
46275	46501	É sinônimo HETEROTIPICO
47310	46501	É sinônimo HOMOTIPICO
90790	603331	É sinônimo BASIONIMO
607898	122689	É sinônimo HETEROTIPICO
124537	92330	É sinônimo BASIONIMO
617995	1655	É sinônimo BASIONIMO
617996	1655	É sinônimo HETEROTIPICO
617997	1655	É sinônimo HETEROTIPICO
617998	1655	É sinônimo HETEROTIPICO
15424	115681	É sinônimo BASIONIMO
641526	13654	É sinônimo BASIONIMO
40860	41057	É sinônimo BASIONIMO
115663	92106	É sinônimo BASIONIMO
68065	68099	É sinônimo BASIONIMO
95997	581846	É sinônimo HOMOTIPICO
580413	96474	É sinônimo HOMOTIPICO
43676	43853	É sinônimo BASIONIMO
112681	113226	É sinônimo HOMOTIPICO
113200	113226	É sinônimo BASIONIMO
129355	126167	É sinônimo BASIONIMO
617364	29548	É sinônimo BASIONIMO
130681	23243	É sinônimo BASIONIMO
606127	14431	É sinônimo BASIONIMO
91557	91555	É sinônimo BASIONIMO
133392	85953	É sinônimo HETEROTIPICO
133393	85953	É sinônimo HETEROTIPICO
130879	107995	É sinônimo HOMOTIPICO
69767	581869	É sinônimo HETEROTIPICO
69768	581869	É sinônimo HETEROTIPICO
69769	581869	É sinônimo HETEROTIPICO
65085	581869	É sinônimo HOMOTIPICO
112709	113391	É sinônimo HOMOTIPICO
113712	113391	É sinônimo BASIONIMO
49106	130220	É sinônimo HETEROTIPICO
606158	130220	É sinônimo HETEROTIPICO
130149	35892	É sinônimo HETEROTIPICO
636628	104327	É sinônimo HETEROTIPICO
636656	104327	É sinônimo HETEROTIPICO
131755	132459	É sinônimo HOMOTIPICO
62097	36892	É sinônimo HOMOTIPICO
622786	13105	É sinônimo BASIONIMO
45551	22315	É sinônimo HETEROTIPICO
45572	22315	É sinônimo HETEROTIPICO
45925	22315	É sinônimo HETEROTIPICO
45652	22315	É sinônimo HETEROTIPICO
603385	603332	É sinônimo BASIONIMO
120932	136011	É sinônimo BASIONIMO
130548	7167	É sinônimo BASIONIMO
56378	17520	É sinônimo HETEROTIPICO
56392	17520	É sinônimo HETEROTIPICO
54683	17520	É sinônimo HETEROTIPICO
73252	14096	É sinônimo HETEROTIPICO
73216	14096	É sinônimo HETEROTIPICO
53217	35373	É sinônimo BASIONIMO
101362	101252	É sinônimo BASIONIMO
81867	101252	É sinônimo HOMOTIPICO
78166	102386	É sinônimo BASIONIMO
8242	132563	É sinônimo BASIONIMO
579912	96292	É sinônimo HETEROTIPICO
579914	96292	É sinônimo HETEROTIPICO
579916	96292	É sinônimo HETEROTIPICO
579917	96292	É sinônimo HOMOTIPICO
579918	96292	É sinônimo HETEROTIPICO
579919	96292	É sinônimo HOMOTIPICO
579920	96292	É sinônimo HETEROTIPICO
9563	9578	É sinônimo HETEROTIPICO
608836	9578	É sinônimo HETEROTIPICO
634703	582953	É sinônimo HETEROTIPICO
634701	582953	É sinônimo HETEROTIPICO
15659	43260	É sinônimo HOMOTIPICO
43253	43260	É sinônimo HETEROTIPICO
43261	43260	É sinônimo HETEROTIPICO
43357	43260	É sinônimo BASIONIMO
43263	43260	É sinônimo HETEROTIPICO
26544	43260	
76513	76503	É sinônimo BASIONIMO
33009	76503	É sinônimo HOMOTIPICO
29718	29717	É sinônimo HOMOTIPICO
70824	38524	É sinônimo HETEROTIPICO
71023	38524	É sinônimo HETEROTIPICO
70819	38524	É sinônimo HOMOTIPICO
604130	12754	É sinônimo HETEROTIPICO
74936	39008	É sinônimo HOMOTIPICO
73802	39008	É sinônimo HOMOTIPICO
99193	99192	É sinônimo BASIONIMO
134264	116299	É sinônimo BASIONIMO
111319	130859	É sinônimo HOMOTIPICO
117282	130859	É sinônimo BASIONIMO
611100	115419	É sinônimo BASIONIMO
51873	25431	É sinônimo HETEROTIPICO
50179	25431	É sinônimo HOMOTIPICO
51932	25431	É sinônimo BASIONIMO
70195	38354	É sinônimo HETEROTIPICO
70176	38354	É sinônimo HETEROTIPICO
70183	38354	É sinônimo HETEROTIPICO
70211	38354	É sinônimo HETEROTIPICO
70227	38354	É sinônimo HETEROTIPICO
64450	38354	É sinônimo HETEROTIPICO
70245	38354	É sinônimo HETEROTIPICO
70258	38354	É sinônimo HETEROTIPICO
70234	38354	É sinônimo HETEROTIPICO
70175	38354	É sinônimo HETEROTIPICO
70206	38354	É sinônimo HETEROTIPICO
70223	38354	É sinônimo HETEROTIPICO
70230	38354	É sinônimo HETEROTIPICO
70255	38354	É sinônimo HETEROTIPICO
70171	38354	É sinônimo HETEROTIPICO
99196	99194	É sinônimo BASIONIMO
5321	130862	É sinônimo BASIONIMO
108112	108111	É sinônimo BASIONIMO
66173	11525	É sinônimo HETEROTIPICO
66293	11525	É sinônimo HETEROTIPICO
101374	81777	É sinônimo BASIONIMO
594280	9133	É sinônimo HETEROTIPICO
602405	9133	É sinônimo HETEROTIPICO
602484	9133	É sinônimo HETEROTIPICO
580840	97440	É sinônimo HOMOTIPICO
615052	138432	É sinônimo BASIONIMO
132431	111688	É sinônimo BASIONIMO
84058	111688	É sinônimo HETEROTIPICO
132960	111688	É sinônimo HOMOTIPICO
66302	116401	É sinônimo BASIONIMO
131364	7934	É sinônimo HOMOTIPICO
599710	121480	É sinônimo HOMOTIPICO
69585	596439	É sinônimo BASIONIMO
636286	115154	É sinônimo BASIONIMO
17879	132636	É sinônimo BASIONIMO
129040	7924	É sinônimo HOMOTIPICO
133233	7924	É sinônimo HOMOTIPICO
133239	7924	É sinônimo HOMOTIPICO
59356	132626	É sinônimo HOMOTIPICO
8229	132626	É sinônimo BASIONIMO
60269	60082	É sinônimo BASIONIMO
92061	582499	É sinônimo HETEROTIPICO
130173	83906	É sinônimo HOMOTIPICO
130174	83906	É sinônimo HOMOTIPICO
130212	83906	É sinônimo BASIONIMO
78306	83932	É sinônimo HETEROTIPICO
608827	83932	É sinônimo BASIONIMO
608828	83932	É sinônimo HOMOTIPICO
608829	83932	É sinônimo HETEROTIPICO
608830	83932	É sinônimo HETEROTIPICO
21954	40856	É sinônimo BASIONIMO
70689	12104	É sinônimo HOMOTIPICO
67751	12104	É sinônimo HOMOTIPICO
69461	12104	É sinônimo HETEROTIPICO
68639	12104	É sinônimo HOMOTIPICO
582307	12104	É sinônimo HETEROTIPICO
582308	12104	É sinônimo HETEROTIPICO
582313	12104	É sinônimo HETEROTIPICO
12095	12104	É sinônimo HETEROTIPICO
65619	12104	É sinônimo BASIONIMO
583342	583343	É sinônimo BASIONIMO
82079	82081	É sinônimo HETEROTIPICO
139242	82081	É sinônimo BASIONIMO
606959	82081	É sinônimo BASIONIMO
82087	82081	É sinônimo HETEROTIPICO
623082	82081	É sinônimo HOMOTIPICO
100211	100221	É sinônimo HETEROTIPICO
100222	100221	É sinônimo HETEROTIPICO
131153	100221	É sinônimo BASIONIMO
131132	100221	É sinônimo HETEROTIPICO
68239	65474	É sinônimo BASIONIMO
138692	83931	É sinônimo HETEROTIPICO
138691	83931	É sinônimo BASIONIMO
138693	83931	É sinônimo HETEROTIPICO
138695	83931	É sinônimo HETEROTIPICO
600350	83931	É sinônimo HETEROTIPICO
608826	83931	É sinônimo HETEROTIPICO
67800	121982	É sinônimo BASIONIMO
67803	121996	É sinônimo BASIONIMO
97055	97101	É sinônimo HETEROTIPICO
134479	99465	É sinônimo BASIONIMO
33471	33464	É sinônimo HETEROTIPICO
44068	44822	É sinônimo BASIONIMO
595566	88175	É sinônimo HOMOTIPICO
119045	124176	É sinônimo HOMOTIPICO
117524	26823	É sinônimo BASIONIMO
600559	26823	É sinônimo HETEROTIPICO
581137	96573	É sinônimo HOMOTIPICO
630837	215	
630840	215	
56322	35802	É sinônimo HOMOTIPICO
56330	35812	É sinônimo HETEROTIPICO
43419	33970	É sinônimo HETEROTIPICO
43422	33970	É sinônimo HETEROTIPICO
43423	33970	É sinônimo HETEROTIPICO
43424	33970	É sinônimo HETEROTIPICO
43425	33970	É sinônimo HETEROTIPICO
43426	33970	É sinônimo HETEROTIPICO
616765	33970	É sinônimo HETEROTIPICO
70638	12379	É sinônimo HOMOTIPICO
11873	12379	É sinônimo HETEROTIPICO
604929	12379	É sinônimo HETEROTIPICO
11953	12379	É sinônimo HETEROTIPICO
65434	12379	É sinônimo HETEROTIPICO
611793	124397	É sinônimo HOMOTIPICO
611794	124397	É sinônimo HETEROTIPICO
74858	14283	É sinônimo HETEROTIPICO
75324	14283	É sinônimo HETEROTIPICO
73148	14283	É sinônimo HETEROTIPICO
613652	14283	É sinônimo HETEROTIPICO
613078	15952	É sinônimo HETEROTIPICO
75359	24388	É sinônimo HETEROTIPICO
73096	24388	É sinônimo HETEROTIPICO
73710	24388	É sinônimo HETEROTIPICO
133891	7877	É sinônimo HETEROTIPICO
582583	65642	É sinônimo HETEROTIPICO
582581	65642	É sinônimo HETEROTIPICO
582584	65642	É sinônimo HETEROTIPICO
582580	65642	É sinônimo HETEROTIPICO
582587	65642	É sinônimo HETEROTIPICO
582586	65642	É sinônimo HETEROTIPICO
582582	65642	É sinônimo HETEROTIPICO
582585	65642	É sinônimo HETEROTIPICO
602867	77814	É sinônimo HETEROTIPICO
58043	8046	
