id	identifier	bibliographicCitation	title	creator	date	type
33195		Bull. Herb. Boissier II, 4: 1155,1904	Bull. Herb. Boissier		1904	
33196		Bull. New York Bot. Gard.,8: 116,1912	Bull. New York Bot. Gard.	Rusby, H.H.	1912	
33197		Phytologia,28: 192,1974	Phytologia	Moldenke, H.N.	1974	original description
33198		Phytologia,31: 231,1975	Phytologia		1975	
33199		Phytologia,32: 457,1975	Phytologia		1975	
33200		Trans. Linn. Soc. London, Bot.,4: 436,1895	Trans. Linn. Soc. London, Bot.		1895	
33201		Prodr.,11: 582,1847	Prodr.	Candolle, A.P. de	1847	
33202		Prodr.,11: 592,1847	Prodr.	Candolle, A.P. de	1847	
33203		Prodromus Systematis Naturalis Regni Vegetabilis,11:582,1847	Prodromus Systematis Naturalis Regni Vegetabilis	Candolle	1847	original description
33204		Phytologia,45: 37,1980	Phytologia		1980	
33205		Phytologia,48: 290,1981	Phytologia		1981	
33206		Phytologia,52: 414,1982	Phytologia		1982	original description
33207		Darwiniana,40: 59,2002	Darwiniana		2002	original description
33209		Linnaea,7: 228,1832	Linnaea		1832	
33210		Linnaea,7: 227,1832	Linnaea		1832	
33211		Phytologia,31: 232,1975	Phytologia		1975	
33212		Phytologia,31: 232,1975	Phytologia		1975	original description
33213		Phytologia,31: 232,1975	Phytologia		1975	
33214		Linnaea,7: 217,1832	Linnaea		1832	
33215		Linnaea,7: 232,1832	Linnaea		1832	
33216		Phytologia,27: 67,1973	Phytologia	Moldenke, H.N.	1973	original description
33217		Phytologia,28: 303,1974	Phytologia		1974	
33218		Phytologia,28: 303,1974	Phytologia		1974	
33219		Phytologia,20: 243,1970	Phytologia		1970	
33220		Phytologia,1: 470,1940	Phytologia		1940	
33221		Phytologia,16: 487,1968	Phytologia		1968	
33222		Repert. Bot. Syst.,4: 10,1845	Repert. Bot. Syst.		1845	
33223		Phytologia,28: 467,1974	Phytologia		1974	
33224		Phytologia,45: 38,1980	Phytologia		1980	
33225		Phytologia,28: 467,1974	Phytologia		1974	
33226		Phytologia,52: 414,1982	Phytologia		1982	
33228		Phytologia,25: 117,1973	Phytologia	Moldenke, H.N.	1973	
33229		Phytologia,2: 234,1947	Phytologia		1947	original description
33230		Phytologia,31: 373,1975	Phytologia		1975	
33231		Rev. Sudamer. Bot.,10: 231,1956	Rev. Sudamer. Bot.		1956	
33232		Phytologia,25: 220,1973	Phytologia		1973	
33233		Linnaea,7: 245,1832	Linnaea		1832	
33234		Phytologia,54: 399,1982	Phytologia		1982	
33235		Fl. bras.,9: 208,1851	Fl. bras.	Martius, C.F.P. von & auct. suc. (eds.)	1851	
33236		Linnaea,7: 250,1832	Linnaea		1832	
33237		Repert. Bot. Syst.,4: 11,1845	Repert. Bot. Syst.		1845	
33238		Kew Bull.,60: 233,2005	Kew Bull.		2005	
33239		Bull. Soc. Imp. Naturalistes Moscou,36(2): 198,1863	Bull. Soc. Imp. Naturalistes Moscou		1863	
33240		Phytologia,21: 254,1971	Phytologia		1971	
33241		Phytologia,25: 221,1973	Phytologia		1973	
33242		Phytologia,28: 304,1974	Phytologia		1974	
33243		Phytologia,25: 221,1973	Phytologia		1973	
33244		Phytologia,25: 222,1973	Phytologia		1973	
33245		Phytologia,24: 454,1972	Phytologia		1972	
33247		Phytologia,1: 472,1940	Phytologia		1940	
33248		Enum. Pl. [Kunth],1: 208,1804	Enum. Pl. [Kunth]		1804	
33249		Repert. Spec. Nov. Regni Veg. Beih.,3: 273,1907	Repert. Spec. Nov. Regni Veg. Beih.		1907	
33250		Prodr.,11: 569,1847	Prodr.	Candolle, A.P. de	1847	
33251		Phytologia,3: 311,1950	Phytologia		1950	
33252		Prodr.,11: 566,1847	Prodr.	Candolle, A.P. de	1847	
33253		Phytologia,54: 399,1982	Phytologia		1982	
33254		Repert. Bot. Syst.,4: 10,1845	Repert. Bot. Syst.		1845	
33255		Prodr.,11: 564,1847	Prodr.	Candolle, A.P. de	1847	
33257		Kew Bull.,46: 282,1991	Kew Bull.		1991	
33258		Repert. Spec. Nov. Regni Veg. Beih.,3: 273,1907	Repert. Spec. Nov. Regni Veg. Beih.		1907	original description
33259		Linnaea,7: 247,1832	Linnaea		1832	
33260		Phytologia,54: 400,1982	Phytologia		1982	original description
33261		Prodr.,11: 570,1847	Prodr.	Candolle, A.P. de	1847	
33262		Phytologia,25: 222,1973	Phytologia		1973	
33263		Bot. J. Linn. Soc.,157: 362,2008	Bot. J. Linn. Soc.	O'Leary et al.	2008	original description
33264		Annuaire Conserv. Jard. Bot. Genève,7-8: 293,1904	Annuaire Conserv. Jard. Bot. Genève		1904	
33266		Mem. Torrey Bot. Club,77: 404,1950	Mem. Torrey Bot. Club		1950	
33267		Phytologia,31: 29,1975	Phytologia		1975	
33268		Linnaea,7: 257,1832	Linnaea		1832	
33270		Phytologia,1 (15): 489,1941	Phytologia	Moldenke, H.N.	1941	
33272		Phytologia,1 (15): 4901941	Phytologia	Moldenke, H.N.	1941	
33305		Taxon,44(2): 193-206,1995	Taxon	Lombardi, J.A.	1995	
33309		Acta Bot. Neer.,1: 239-240,1952	Acta Bot. Neer.	Stafleu, F.A.	1952	
33310		Acta Bot. Neer.,1:234-235,1952	Acta Bot. Neer.	Stafleu, F.A.	1952	
33311		Acta Bot. Neer.,1: 235,1952	Acta Bot. Neer.	Stafleu, F.A.	1952	
33312		Acta Bot. Neer.,1: 238-239,1952	Acta Bot. Neer.	Stafleu, F.A.	1952	
33324		Recueil Trav. Bot. Néerl.,41: 433-434,1948	Recueil Trav. Bot. Néerl.	Stafleu, F.A.	1948	
33325		Recueil Trav. Bot. Néerl.,41: 427,1948	Recueil Trav. Bot. Néerl.	Stafleu, F.A.	1948	
33327		Recueil Trav. Bot. Néerl.,41: 426-427,1948	Recueil Trav. Bot. Néerl.	Stafleu, F.A.	1948	
33328		Recueil Trav. Bot. Néerl.,41: 431-432,1948	Recueil Trav. Bot. Néerl.	Stafleu, F.A.	1948	
33330		Recueil Trav. Bot. Néerl.,41: 433,1948	Recueil Trav. Bot. Néerl.	Stafleu, F.A.	1948	
33332		Recueil Trav. Bot. Néerl.,41: 429,1948	Recueil Trav. Bot. Néerl.	Stafleu, F.A.	1948	
33333		Fl. Bras. (Martius),13(2): 66,1875	Fl. Bras. (Martius)	Warming, J.E.B.	1875	original description
33334		Recueil Trav. Bot. Néerl.,41: 430-431,1948	Recueil Trav. Bot. Néerl.	Stafleu, F.A.	1948	
33336		J. Arnold Arbor.,24(1): 31,1943	J. Arnold Arbor.		1943	
33336		Pl. Syst. Evol.,132: 53-83,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
33337		Ann. Mag. Nat. Hist.,2: 48,1858	Ann. Mag. Nat. Hist.		1858	
33337		Pl. Syst. Evol.,132: 53-83,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
33338		Char. Gen. Pl.,84, t. 42,1775	Char. Gen. Pl.		1775	
33340		Linnaea,21: 281,1848	Linnaea	Grisebach, A.H.R.	1848	original description
33341		Mem. Torrey Bot. Club,58: 326,1931	Mem. Torrey Bot. Club	Malme, G.O.A.	1931	original description
33343		Ann. Missouri Bot. Gard.,79: 860,1992	Ann. Missouri Bot. Gard.	Kral, R.	1992	
33344		Fl. bras.,3(1): 223.,1855	Fl. bras.	Seubert, M.	1855	
33345		Novon,8: 388,1998	Novon	R.Kral	1998	original description
33347		Arq. Bot. Estado Sao Paulo,4(2): 26,1966	Arq. Bot. Estado Sao Paulo	Smith, L.B. & Downs, R.J.	1966	original description
33348		Ark. Bot.,22A(15): 8,1929	Ark. Bot.	Malme, G.O.A.	1929	
33349		Phytologia,12: 249,1965	Phytologia	Smith, L.B. & Downs, R.J.	1965	original description
33350		Vidensk. Meddel. Dansk Natuhist. Foren. Kjøbenhavn,1893: 118,1893	Vidensk. Meddel. Dansk Natuhist. Foren. Kjøbenhavn	Warming, J.E.B.	1893	original description
33351		Mem. New York Bot. Gard.,10(5): 36,1964	Mem. New York Bot. Gard.	Maguire, B. & Smith, L.B.	1964	original description
33354		J. Wash. Acad. Sci.,44: 311,1954	J. Wash. Acad. Sci.	Smith, L.B. & Downs, R.J.	1954	original description
33355		Enumeratio Plantarum,4: 8,1843	Enumeratio Plantarum	Kunth	1843	original description
33356		Brittonia,39: 300,1987	Brittonia	Wanderley, M.G.L. & Cerati, T.M.	1987	original description
33357		Revista Brasil. Bot.,6: 11,1982	Revista Brasil. Bot.	Wanderley, M.G.L.	1982	original description
33358		Los Angeles County Mus. Contr. Sci.,30: 13,1959	Los Angeles County Mus. Contr. Sci.	Smth, L.B.	1959	original description
33359		Arq. Bot. Estado Sao Paulo,4(2): 27,1966	Arq. Bot. Estado Sao Paulo	Smith, L.B. & Downs, R.J.	1966	original description
33360		Kongl. Svenska Vetensk.-Akad. Handl. n.s., 24(14): 43,1891	Kongl. Svenska Vetensk.-Akad. Handl.	Nilsson, L.A.	1891	original description
33361		Bih. Kongl. Svenska Vetensk.-Akad. Handl.,24(3): 8,1898	Bih. Kongl. Svenska Vetensk.-Akad. Handl.	Malme, G.O.A.	1898	original description
33362		Bull. Herb. Boissier,7: 77,1899	Bull. Herb. Boissier	Malme, G.O.A.	1899	original description
33363		Syn. Pl. Glumac.,2: 285,1855	Syn. Pl. Glumac.	Steudel, E.	1855	original description
33363		Reis. Br.-Guiana [Ri. Schomburgk],: 896,1849	Reis. Br.-Guiana [Ri. Schomburgk]	Schomburgk, M.R.	1849	
33364		Fl. bras.,3(1): 219,1855	Fl. bras.	C.P.F. von Martius	1855	original description
33366		Kongl. Svenska Vetensk.-Akad. Handl. n.s., 24(14): 44,1892	Kongl. Svenska Vetensk.-Akad. Handl.	Nilsson, L.A.	1892	original description
33367		Ann. Missouri Bot. Gard.,75: 355,1988	Ann. Missouri Bot. Gard.	Kral, R. & Wanderley, M.G.L.	1988	original description
33368		Acta Bot. Brasil.,10: 380,1996	Acta Bot. Brasil.	Wanderley, M.G.L. & Sajo, M.G.	1996	original description
33370		Brittonia,39: 298,1987	Brittonia	Wanderley, M.G.L. & Cerati, T.M.	1987	original description
33371		Fl. bras.,3(1): 216,1855	Fl. bras.	Martius, C.F.P. von & auct. suc. (eds.)	1855	original description
33372		Öfvers. Kongl. Vetensk.-Akad. Förh.,48: 155,1891	Öfvers. Kongl. Vetensk.-Akad. Förh.	Nilsson, L.A.	1891	original description
33374		Los Angeles County Mus. Contr. Sci.,30: 13,1959	Los Angeles County Mus. Contr. Sci.	Smith, L.B. & Downs, R.J.	1959	original description
33376		Kongl. Svenska Vetensk.-Akad. Handl. n.s., 24(14): 60,1892	Kongl. Svenska Vetensk.-Akad. Handl.	Nilsson, L.A.	1892	original description
33377		Bih. Kongl. Svenska Vetensk.-Akad. Handl.,22(2): 15,1896	Bih. Kongl. Svenska Vetensk.-Akad. Handl.	Malme, G.O.A.	1896	original description
33378		Enum. Pl. [Kunth],4: 3,1843	Enum. Pl. [Kunth]	Kunth	1843	original description
33379		Ann. Missouri Bot. Gard.,75: 361,1988	Ann. Missouri Bot. Gard.	Kral, R. & Wanderley, M.G.L.	1988	original description
33382		Hoehnea,13: 31,1986	Hoehnea	Wanderley, M.G.L.	1986	original description
33383		Enum. Pl. [Kunth],4: 9,1843	Enum. Pl. [Kunth]	Kunth, K.S.	1843	original description
33384		Enum. Pl. [Kunth],4: 6,1843	Enum. Pl. [Kunth]	Kunth, C.	1843	original description
33385		Flora,24(2 Beibl.): 514,1841	Flora	Martius, C.F.P. von & auct. suc. (eds.)	1841	original description
33386		Bih. Kongl. Svenska Vetensk.-Akad. Handl.,24(3): 17,1898	Bih. Kongl. Svenska Vetensk.-Akad. Handl.	Nilsson, L.A.	1898	original description
33389		Bih. Kongl. Svenska Vetensk.-Akad. Handl.,22(2): 13,1896	Bih. Kongl. Svenska Vetensk.-Akad. Handl.	Malme, G.O.A.	1896	original description
33390		Enum. Pl. [Kunth],4: 5,1843	Enum. Pl. [Kunth]	Kunth, C.	1843	original description
33392		Ann. Missouri Bot. Gard.,75: 368,1988	Ann. Missouri Bot. Gard.	Kral, R. & Wanderley, M.G.L.	1988	original description
33393		Enum. Pl. [Kunth],4: 15,1843	Enum. Pl. [Kunth]	Kunth, K.	1843	original description
33394		Meded. Bot. Mus. Herb. Rijks Univ. Utrecht,41: 484,1937	Meded. Bot. Mus. Herb. Rijks Univ. Utrecht	Lanjouw, J.	1937	original description
33395		Flora,24(2 Beibl.): 54,1841	Flora	C.P.F. von Martius	1841	original description
33397		Mem. Torrey Bot. Club,58: 322,1931	Mem. Torrey Bot. Club	Malme, G.O.A.	1931	original description
33398		Ark. Bot.,13(3): 81,1913	Ark. Bot.	Malme, G.O.A.	1913	original description
33401		Repert. Spec. Nov. Regni Veg. Beih.,3: 113,1906	Repert. Spec. Nov. Regni Veg. Beih.	Malme, G.O.A.	1906	original description
33408		Bot. Jahrb. Syst.,45: 433,1911	Bot. Jahrb. Syst.		1911	original description
33409		Aqua (Neu Isenburg) special publ. 1: 16,2004	Aqua (Neu Isenburg)	Rataj	2004	
33410		Aqua Pl.,25: 5,2000	Aqua Pl.	Kasselman	2000	original description
33411		Akvár. Terár.33: 15,1990	Akvár. Terár.,	Rataj, K.	1990	
33412		Mitt. Bot. Staatssamml. München,6: 616,1967	Mitt. Bot. Staatssamml. München		1967	
33415		Brittonia,38: 327,1986	Brittonia	Haynes, R.R. & Holm-Nielsen, L.B.	1986	original description
33415		Rodriguésia,58(4):763,2007	Rodriguésia	Matias, L.Q.	2007	
33416		Monogr. Phan. [A.DC. & C.DC.],3: 80,1881	Monogr. Phan. [A.DC. & C.DC.]	Candolle, A.L.P.P. & Candolle, A.C.P.	1881	
33422		Pl. Life,38: 42,1982	Pl. Life	Ravenna, P. F.	1982	
33423		Bull. Misc. Inform. Kew,1913: 191,1913	Bull. Misc. Inform. Kew	Kraenzlin, F.	1913	original description
33424		Bot. Mag.,v 51: t. 2463,1824	Bot. Mag.	Herbert, W.	1824	original description
33425		Exot. Fl.,: t. 200,1826	Exot. Fl.	Hooker	1826	original description
33426		Syst. Veg.,7: 855,1830	Syst. Veg.	Roemer, J.J. & Schultes, J.A.	1830	original description
33430		Publ. Field Mus. Nat. Hist., Bot. Ser.,11: 47,1931	Publ. Field Mus. Nat. Hist., Bot. Ser.	Macbride, J.F.	1931	
33439		Herbertia,56: 129,2002	Herbertia	Preuss, K.D. & Meerow, A.W.	2002	original description
33441		Herbertia,56: 123,2002	Herbertia	Preuss, K.D.	2002	original description
33442		Herbertia,56: 120,2002	Herbertia	Preuss, K.D. & Meerow, A.W.	2002	
33443		Herbertia,56: 121,2002	Herbertia	Preuss, K.D.	2002	original description
33449		Herbertia,56: 128,2002	Herbertia	Preuss, K.D. & Meerow, A.W.	2002	original description
33459		Onira,6: 41,2001	Onira	Ravenna, P.F.	2001	original description
33461		J. Roy. Hort. Soc.,62: 208,1937	J. Roy. Hort. Soc.	Sealy, J. R.	1937	original description
33462		Pl. Life,6: 60,1950	Pl. Life	Traub, H. P.	1950	
33464		Onira,3: 58,1999	Onira	Ravenna, P.F.	1999	original description
33466		Onira,3: 57,1999	Onira	Ravenna, P. F.	1999	original description
33467		Pl. Life,30: 45,1974	Pl. Life	Ravenna, P.F.	1974	original description
33469		Pl. Life,26: 97,1970	Pl. Life	Ravenna, P.	1970	original description
33470		Onira,3: 56,1999	Onira	Ravenna, P.F.	1999	original description
33471		Onira,1: 56,1988	Onira	Ravenna, P. F.	1988	original description
33472		Onira,9: 13,2003	Onira	Ravenna, P. F.	2003	original description
33473		Onira,3: 59,1999	Onira	Ravenna, P.F.	1999	original description
33474		Amaryllidaceae,161. t. 26. f. 3.,1837	Amaryllidaceae	Herbert, W.	1837	original description
33476		Pl. Life,26: 94,1970	Pl. Life	Ravenna, P.F.	1970	original description
33477		Pl. Life,7: 42,1951	Pl. Life	Traub, H.P.	1951	original description
33479		Arq. Bot. Estado Sao Paulo,1(1): 23-24,1938	Arq. Bot. Estado Sao Paulo	Hoehne, F.C.	1938	
33479		Bot. Jahrb. Syst.,11: 331,1890	Bot. Jahrb. Syst.	Pax, F.	1890	
33480		Baileya,11: 16,1963	Baileya	Moore, H.E.	1963	
33480		Pl. Life,9: 56-58,1953	Pl. Life	Traub, H.P.	1953	
33487		Select. Hexandr. Pl.,9,1831-1834	Select. Hexandr. Pl.	Bury, E.	1831-1834	
33496		Taxon,46: 17,1997	Taxon	Meerow, A.W. et al.	1997	
33498		Taxon,46: 17,1997	Taxon	Meerow, A.W. et al.	1997	
33498		Herbertia,6: 118,1939	Herbertia	Worsley, A.	1939	original description
33503		Hort. Universel,4: 37,1842	Hort. Universel	Lemaire, C.	1842	
33517		Trans. Hort. Soc. London,1: 338,1812	Trans. Hort. Soc. London	Salisbury, R.A.	1812	
33517		Fl. bras.,3(1): 162-163,1847	Fl. bras.	Seubert, M.A.	1847	
33518		Curtis Bot. Mag.,127: 7762,1901	Curtis Bot. Mag.	Hooker, J.D.	1901	
33519		Trans. Hort. Soc. London,1: 341,1812	Trans. Hort. Soc. London	Salisbury, R.A.	1812	
33519		Fl. bras.,3(1): 162,1847	Fl. bras.	Seubert, M.A.	1847	
33520		Onira,5: 36,2001	Onira	Ravenna, P.F.	2001	original description
33521		Bull. Herb. Boissier,II, 8: 1001,1909	Bull. Herb. Boissier	Beauverd, G.	1909	original description
33522		Onira,9: 53,2004	Onira	Ravenna, P.F.	2004	
33523		Pl. Life,34: 138,1978	Pl. Life	Ravenna, P.F.	1978	
33524		Onira,1: 46,1988	Onira	Ravenna, P.F.	1988	
33525		Onira,3: 26,1991	Onira	Ravenna, P.F.	1991	
33526		Onira,2: 41,1989	Onira	Ravenna, P.F.	1989	
33527		Onira,3: 23,1991	Onira	Ravenna, P.F.	1991	
33528		Pl. Life,34: 140,1978	Pl. Life	Ravenna, P.F.	1978	
33529		Taxon,35: 338,1986	Taxon	Stearn, W.T.	1986	original description
33530		Hickenia,2:137,1995	Hickenia	Gualglianone, E.R.	1995	
33530		Taxon,35(2): 338.,1986	Taxon	Stearn, W.T.	1986	
33531		Hickenia,2(31): 137,1995	Hickenia	Guaglianone	1995	
33532		Onira,1: 45,1988	Onira	Ravenna, P.F.	1988	
33533		Onira,3: 5,1990	Onira	Ravenna, P.F.	1990	
33534		Onira,4: 55,	Onira	Ravenna, P.		original description
33535		Onira,3: 16,1991	Onira	Ravenna, P.F.	1991	original description
33536		Onira,5: 37,2001	Onira	Ravenna, P.F.	2001	
33537		Bull. Herb. Boissier ser. 2,6: 1011,1906	Bull. Herb. Boissier ser. 2	Beauverd, G.	1906	original description
33538		Pl. Life,34: 144,1978	Pl. Life	Ravenna	1978	
33539		Darwiniana,17: 209,1972	Darwiniana	Guaglianone, E.R.	1972	
33540		Onira,9: 54,2004	Onira	Ravenna, P.	2004	original description
33541		Onira,7: 44,2002	Onira	Ravenna, P.	2002	original description
33542		Onira,3: 20,1991	Onira	Ravenna, P.F.	1991	original description
33543		Onira,3: 29,1991	Onira	Ravenna, P.	1991	original description
33544		Onira,2: 45,1989	Onira	Ravenna, P.F.	1989	original description
33545		Onira,3: 30,1991	Onira	Ravenna, P.F.	1991	original description
33546		Onira,2: 44,1989	Onira	Ravenna, P.F.	1989	
33548		Curtis Bot. Mag.,52(10): t. 2597,1825	Curtis Bot. Mag.	Herbert, W.M.	1825	
33548		Euclides,13: 156,1953	Euclides	Traub, H.P.	1953	
33549		Pl. Life,26: 86,1970	Pl. Life	Ravenna, P.	1970	
33556		Herbertia,10: 89,1944	Herbertia	Traub, H.P.	1944	
33558		Not. Mens. Mus. Nac. Hist. Nat.,16: 8,1972	Not. Mens. Mus. Nac. Hist. Nat.	Ravenna, P.	1972	original description
33560		Bot. Mag.,53: t. 2607,1826	Bot. Mag.	Herbert, W.	1826	
33562		Bot. Mag.,52: t. 2594,1825	Bot. Mag.	Herbert, W. & Sims	1825	original description
33564		Syn. Pl.,2: 1176,1840	Syn. Pl.	D. Dietrich	1840	
33568		Edwards's Bot. Reg.,16: t. 1345,1830	Edwards's Bot. Reg.	Herbert, W.	1830	
33569		Onira,10: 8,2005	Onira	Ravenna, P.	2005	original description
33570		Amaryllidaceae,172,1837	Amaryllidaceae	Herbert, W.M.	1837	
33573		Onira,8: 41,2003	Onira	Ravenna, P.F.	2003	
33574		Sellowia,19: 28,1967	Sellowia	Ravenna, P.F.	1967	original description
33576		Onira,10: 9,2005	Onira	Ravenna, P.	2005	original description
33577		Onira,5(5): 17,2000	Onira	Ravenna	2000	
33578		Arch. Jard. Bot. Rio de Janeiro,1: 12,1915	Arch. Jard. Bot. Rio de Janeiro		1915	original description
33579		Onira,5(5): 18,2000	Onira	Ravenna	2000	original description
33580		Onira,5(8): 35,2000	Onira	Ravenna	2000	original description
33581		Onira,5(8): 36,2000	Onira	Ravenna	2000	original description
33582		Onira,4(10): 37,2000	Onira	Ravenna	2000	
33583		Onira,9: 25,2003	Onira	Ravenna	2003	
33584		Onira,5: 18,2000	Onira		2000	
33585		Onira,5: 37,2000	Onira		2000	
33586		Onira,5: 37,2000	Onira		2000	original description
33587		Onira,5: 19,2000	Onira		2000	
33588		Onira,5: 20,2000	Onira		2000	original description
33589		Onira,9: 26,2003	Onira		2003	original description
33590		Onira,4: 35,2000	Onira		2000	original description
33591		Onira,4: 36,2000	Onira		2000	original description
33592		Amaryllidaceae,: 88,1837	Amaryllidaceae	Herbert	1837	
33593		Onira,5: 20,2000	Onira		2000	
33594		Onira,5: 38,2000	Onira		2000	original description
33595		Onira,5: 21,2000	Onira		2000	
33596		Onira,9: 26,2003	Onira		2003	
33597		Onira,5: 39,2000	Onira	Ravenna	2000	original description
33598		Brittonia,58: 267,2006	Brittonia	Assis, M.C.	2006	original description
33599		Onira,5: 21,2000	Onira	Ravenna	2000	original description
33601		Onira,9: 27,2003	Onira	Ravenna, P.	2003	
33602		Onira,5: 22,2000	Onira		2000	
33603		Onira,4: 39,2000	Onira	Ravenna, P.	2000	original description
33611		Bull. Mus. Natl. Hist. Nat.,sér. 2, 19(4): 367,1947	Bull. Mus. Natl. Hist. Nat.	Pichon, M.	1947	original description
33612		Rev. Bras. Bot.,14(2): 127,1991	Rev. Bras. Bot.	Marcondes-Ferreira, W.	1991	original description
33613		Notizbl. Bot. Gart. Berlin-Dahlem,12(113): 299,1935	Notizbl. Bot. Gart. Berlin-Dahlem	Markgraf, F.	1935	original description
33614		Bull. Mus. Natl. Hist. Nat.,sér. 2, 19(4): 365,1947	Bull. Mus. Natl. Hist. Nat.	Pichon, M.	1947	original description
33615		Notizbl. Königl. Bot. Gart. Berlin,12(113): 297,1935	Notizbl. Königl. Bot. Gart. Berlin	Markgraf, F.	1935	original description
33616		J. Bot. (Hooker),3: 245,1841	J. Bot. (Hooker)	Bentham, G.	1841	original description
33617		Loefgrenia,9: 1,1963	Loefgrenia	Handro, O.	1963	original description
33618		Arch. Jard. Bot. Rio de Janeiro,3: 245,1922	Arch. Jard. Bot. Rio de Janeiro	Ducke, A.	1922	original description
33619		Arq. Inst. Biol. Veg.,2: 88,1935	Arq. Inst. Biol. Veg.	Kuhlmann, J.G.	1935	original description
33620		Ann. Missouri Bot. Gard.,47: 74,1960	Ann. Missouri Bot. Gard.	Woodson, R.E.	1960	original description
33622		Arq. Bot. Estado Sao Paulo,3: 225,1961	Arq. Bot. Estado Sao Paulo	Handro, O.	1961	original description
33623		Arq. Bot. Estado Sao Paulo,3: 282,1962	Arq. Bot. Estado Sao Paulo	Handro, O.	1962	original description
33624		Rodriguésia,10(20): 51,1947	Rodriguésia	Azambuja, D. de	1947	original description
33625		Bot. Zeitung (Berlin),19: 137,1861	Bot. Zeitung (Berlin)	Schlechtendal, D.F.L.	1861	original description
33626		Rev. bras. bot.,14: 132,1991	Rev. bras. bot.	Marcondes-Ferreira, W.	1991	original description
33628		Notizbl. Königl. Bot. Gart. Berlin,12(115): 554,1935	Notizbl. Königl. Bot. Gart. Berlin	Markgraf, F.	1935	original description
33629		Ann. Missouri Bot. Gard.,38(2): 168,1951	Ann. Missouri Bot. Gard.	Woodson, R.E.	1951	original description
33630		Acta Amazonica,2(1): 29,1972	Acta Amazonica	Duarte, A.P.	1972	original description
33632		Feddes Repert.,91: 52,1980	Feddes Repert.		1980	
33635		Ann. Missouri Bot. Gard.,70: 162,1982	Ann. Missouri Bot. Gard.	Fallen, M.E.	1982	original description
33640		Phytologia,6: 65,1957	Phytologia	Monachino, J.V.	1957	original description
